taxonID	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Unclassified;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
195	0	601	0	0	0	0	0	13	0	216	18	78	1	0	0	d_Archaea;p_Unclassified;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
88560	0	0	0	0	0	0	0	0	0	0	32	30	25	0	99	d_Eukaryota;p_Unclassified;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
309936	18569	0	4919	7508	28278	7	17837	39	15983	4612	61	205	9	9946	3	d_Viruses;p_Unclassified;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
27	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Spirochaetota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes C;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota I;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	d_Bacteria;p_Acidobacteriota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
132	51	0	0	0	0	0	0	0	0	43	3	18	0	0	4	d_Bacteria;p_Cyanobacteria;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes B;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Archaea;p_Halobacteriota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Fusobacteriota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Deinococcota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Campylobacterota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Archaea;p_Methanobacteriota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
449	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	d_Archaea;p_Thermoproteota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Planctomycetota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Archaea;p_Thermoplasmatota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
811	0	0	0	0	0	0	0	0	0	8	1	0	8	0	0	d_Bacteria;p_Verrucomicrobiota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	d_Bacteria;p_Myxococcota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Synergistota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
3323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Armatimonadota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
3734	0	0	0	0	0	0	0	0	0	0	0	7	0	0	11	d_Bacteria;p_Bdellovibrionota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
3985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Caldisericota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
5368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Fibrobacterota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
6492	0	0	0	0	0	0	0	5	0	12	0	0	2	0	11	d_Bacteria;p_Patescibacteria;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
29747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_SAR324;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
34033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Myxococcota A;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
35772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_KSB1;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
88561	0	9	82	761	0	0	78	0	0	1	11	3	14	0	0	d_Eukaryota;p_Ascomycota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
88579	0	0	0	0	0	920	0	0	0	0	13	11	9	0	4	d_Eukaryota;p_Basidiomycota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
88589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Eukaryota;p_Mucoromycota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
88952	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	d_Eukaryota;p_Unclassified_d_Eukaryota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
89155	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Eukaryota;p_Chlorophyta;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
89477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Eukaryota;p_Microsporidia;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
89492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Eukaryota;p_Heterolobosea;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
309937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Viruses;p_Pisuviricota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
309962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Viruses;p_Preplasmiviricota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
310054	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	d_Eukaryota;p_Streptophyta;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
310060	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	d_Eukaryota;p_Chordata;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
310181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Viruses;p_Artverviricota;c_Unclassified;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
4	0	12	0	0	19	0	6	0	0	0	8	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
16	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
28	0	0	0	0	0	24	0	0	0	0	2	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
72	0	0	0	0	0	66	0	0	0	37	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
78	0	0	0	0	0	0	0	0	12	57	0	0	0	0	92	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota I;c_Desulfovibrionia;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Coriobacteriia;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
109	0	0	0	9	0	8	13	59	0	0	38	0	0	12	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
133	4	0	0	0	0	0	0	0	0	0	0	0	0	0	10	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
238	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Deinococcota;c_Deinococci;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
309	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
587	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Synergistota;c_Synergistia;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
1019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Chloroflexia;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
1172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
1639	3	0	0	0	0	0	0	1	5	4	5	4	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
1697	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Archaea;p_Thermoplasmatota;c_Poseidoniia;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
3786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Bdellovibrionota;c_Bacteriovoracia;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
3986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Caldisericota;c_Caldisericia;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
5369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Fibrobacterota;c_Fibrobacteria;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
6493	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
7131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes B;c_Peptococcia;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
11604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes B;c_Dehalobacteriia;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
28898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Cyanobacteria;c_Vampirovibrionia;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
29021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
29748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_SAR324;c_SAR324;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
32467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Archaea;p_Thermoplasmatota;c_E2;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
34034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Myxococcota A;c_UBA9160;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
35024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Armatimonadota;c_UBA10988;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
35685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Cyanobacteria;c_Sericytochromatia;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
35773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_KSB1;c_UBA2214;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
88562	0	0	0	0	0	0	0	0	0	0	0	7	1	0	1	d_Eukaryota;p_Ascomycota;c_Dothideomycetes;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
88567	0	3	7	0	0	0	0	55	3	1	0	0	0	26	3	d_Eukaryota;p_Ascomycota;c_Sordariomycetes;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
88572	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	d_Eukaryota;p_Ascomycota;c_Eurotiomycetes;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
88580	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	d_Eukaryota;p_Basidiomycota;c_Agaricomycetes;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
88606	12	0	0	0	0	0	0	0	0	84	0	2	15	0	10	d_Eukaryota;p_Basidiomycota;c_Tremellomycetes;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
88611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Eukaryota;p_Ascomycota;c_Saccharomycetes;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
88692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Eukaryota;p_Basidiomycota;c_Pucciniomycetes;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
88730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Eukaryota;p_Basidiomycota;c_Exobasidiomycetes;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
88808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Eukaryota;p_Mucoromycota;c_Mucoromycetes;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
89179	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Eukaryota;p_Chlorophyta;c_Chlorophyceae;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
89369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Eukaryota;p_Chlorophyta;c_Mamiellophyceae;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
89478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Eukaryota;p_Microsporidia;c_Unclassified_p_Microsporidia;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
89493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Eukaryota;p_Heterolobosea;c_Unclassified_p_Heterolobosea;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
89569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Eukaryota;p_Chlorophyta;c_Unclassified_p_Chlorophyta;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
91220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Eukaryota;p_Unclassified_d_Eukaryota;c_Pelagophyceae;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
93268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Eukaryota;p_Chlorophyta;c_Chloropicophyceae;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
95222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Eukaryota;p_Basidiomycota;c_Malasseziomycetes;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
310061	0	0	0	0	0	0	0	0	0	0	21	44	34	0	0	d_Eukaryota;p_Chordata;c_Mammalia;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
310128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Viruses;p_Pisuviricota;c_Stelpaviricetes;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
310182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Viruses;p_Artverviricota;c_Revtraviricetes;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
320123	0	0	10	0	0	12	0	0	0	0	0	0	0	18	0	d_Eukaryota;p_Chordata;c_Actinopteri;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
330298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Viruses;p_Preplasmiviricota;c_Polintoviricetes;o_Unclassified;f_Unclassified;g_Unclassified;s_Unclassified
5	3	0	0	0	0	3	0	1	2	4	5	32	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Unclassified;g_Unclassified;s_Unclassified
17	0	0	0	49	0	290	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Unclassified;g_Unclassified;s_Unclassified
23	0	0	0	79	0	1	0	5	0	5	0	0	6	0	15	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Unclassified;g_Unclassified;s_Unclassified
29	0	0	6	37	0	30	9	34	140	0	1	189	0	45	165	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Unclassified;g_Unclassified;s_Unclassified
35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Treponematales;f_Unclassified;g_Unclassified;s_Unclassified
46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Brevibacillales;f_Unclassified;g_Unclassified;s_Unclassified
50	0	0	0	34	0	1	1	1	0	1	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Unclassified;g_Unclassified;s_Unclassified
65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Unclassified;g_Unclassified;s_Unclassified
73	17	17	0	0	0	0	0	11	8	21	12	33	0	0	1	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Unclassified;g_Unclassified;s_Unclassified
90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota I;c_Desulfovibrionia;o_Desulfovibrionales;f_Unclassified;g_Unclassified;s_Unclassified
94	0	0	0	0	179	0	10	7	0	0	5	17	5	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Unclassified;g_Unclassified;s_Unclassified
99	0	0	0	0	0	0	0	0	0	6	12	0	0	0	5	d_Bacteria;p_Actinobacteriota;c_Coriobacteriia;o_Coriobacteriales;f_Unclassified;g_Unclassified;s_Unclassified
110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Unclassified;g_Unclassified;s_Unclassified
116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Unclassified;g_Unclassified;s_Unclassified
120	0	3	0	0	0	0	0	0	0	0	0	1	17	0	1	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Unclassified;g_Unclassified;s_Unclassified
134	0	5	0	0	0	0	0	0	8	9	0	0	2	0	1	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Unclassified;g_Unclassified;s_Unclassified
138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Acetobacterales;f_Unclassified;g_Unclassified;s_Unclassified
142	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rickettsiales;f_Unclassified;g_Unclassified;s_Unclassified
150	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Unclassified;g_Unclassified;s_Unclassified
154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_PCC-6307;f_Unclassified;g_Unclassified;s_Unclassified
167	10	0	0	0	2	0	0	0	0	0	0	0	0	0	1	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Unclassified;g_Unclassified;s_Unclassified
178	0	0	0	42	0	4	0	0	0	0	0	0	0	4	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Unclassified;g_Unclassified;s_Unclassified
208	0	0	1	4	6	0	0	0	0	0	0	10	0	1	1	d_Bacteria;p_Firmicutes;c_Bacilli;o_Mycoplasmatales;f_Unclassified;g_Unclassified;s_Unclassified
218	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales B;f_Unclassified;g_Unclassified;s_Unclassified
222	0	12	0	165	0	0	6	20	0	0	2	19	6	0	137	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Unclassified;g_Unclassified;s_Unclassified
233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales D;f_Unclassified;g_Unclassified;s_Unclassified
239	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Unclassified;g_Unclassified;s_Unclassified
245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptomycetales;f_Unclassified;g_Unclassified;s_Unclassified
261	0	0	0	0	0	0	0	0	2	0	0	0	7	0	5	d_Bacteria;p_Deinococcota;c_Deinococci;o_Deinococcales;f_Unclassified;g_Unclassified;s_Unclassified
218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales B;f_Unclassified;g_Unclassified;s_Unclassified
281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Unclassified;g_Unclassified;s_Unclassified
300	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Unclassified;g_Unclassified;s_Unclassified
310	73	0	16	28	0	24	8	12	15	0	3	0	0	16	5	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Unclassified;g_Unclassified;s_Unclassified
337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_Unclassified;g_Unclassified;s_Unclassified
356	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Paenibacillales;f_Unclassified;g_Unclassified;s_Unclassified
371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Sphingobacteriales;f_Unclassified;g_Unclassified;s_Unclassified
387	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Unclassified;g_Unclassified;s_Unclassified
409	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Unclassified;g_Unclassified;s_Unclassified
419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales H;f_Unclassified;g_Unclassified;s_Unclassified
437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Unclassified;g_Unclassified;s_Unclassified
485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptosporangiales;f_Unclassified;g_Unclassified;s_Unclassified
504	0	0	1	0	0	0	0	1	0	0	0	16	4	20	17	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Unclassified;g_Unclassified;s_Unclassified
