taxonID	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
764	18	0	0	0	0	0	0	0	0	0	0	84	0	0	6	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Giesbergeria;s_Unclassified
771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Haematomicrobium;s_Unclassified
777	121	0	0	0	0	0	0	0	0	23	0	0	0	0	24	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Cellulomonadaceae;g_Cellulomonas;s_Unclassified
792	14	0	0	24	39	0	11	36	0	0	0	61	23	43	43	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Chryseobacterium;s_Unclassified
794	51	0	0	0	0	0	0	0	11	0	0	0	0	0	50	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Curtobacterium;s_Unclassified
802	20	35	28	0	9	0	14	8	35	15	36	0	10	0	29	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Rhodococcus B;s_Unclassified
806	27	115	205	0	288	0	95	81	11	72	37	114	41	739	106	d_Bacteria;p_Firmicutes;c_Bacilli;o_Staphylococcales;f_Staphylococcaceae;g_Staphylococcus;s_Unclassified
836	6	0	0	0	14	0	0	0	0	0	0	0	7	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Ensifer;s_Unclassified
856	119	0	0	24	76	0	0	0	0	56	7	0	17	39	1	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas;s_Unclassified
878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Pseudonocardiaceae;g_Lentzea;s_Unclassified
896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales D;f_Amphibacillaceae;g_Virgibacillus;s_Unclassified
911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptosporangiales;f_Streptosporangiaceae;g_Nonomuraea;s_Unclassified
920	16	0	0	0	0	0	0	0	0	0	0	0	0	0	27	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Pauljensenia;s_Unclassified
949	0	0	0	0	21	0	0	0	0	0	1	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Lysobacter;s_Unclassified
951	2	0	0	0	0	0	0	0	0	27	0	11	0	0	26	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Neorhizobium;s_Unclassified
968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Pasteurellaceae;g_Haemophilus D;s_Unclassified
982	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Cupriavidus;s_Unclassified
987	32	0	650	0	141	0	203	64	0	152	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Carnobacteriaceae;g_Carnobacterium A;s_Unclassified
989	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Deinococcota;c_Deinococci;o_Deinococcales;f_Thermaceae;g_Thermus;s_Unclassified
987	32	0	650	0	141	0	203	64	0	152	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Carnobacteriaceae;g_Carnobacterium A;s_Unclassified
996	0	0	0	0	0	0	0	0	0	0	0	13	0	0	10	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Roseovarius;s_Unclassified
1009	0	0	0	0	0	0	0	0	0	0	0	64	41	0	28	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Rhizorhabdus;s_Unclassified
1011	47	0	0	0	0	0	0	0	28	0	0	37	18	0	19	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Pararhizobium;s_Unclassified
1028	39	0	0	0	0	0	0	50	0	0	0	75	187	0	125	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium;s_Unclassified
1035	139	0	0	0	0	0	0	0	0	0	0	41	0	0	18	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Erythrobacter;s_Unclassified
1063	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Methylophilaceae;g_Methylophilus;s_Unclassified
1065	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Allobaculum;s_Unclassified
1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Pandoraea;s_Unclassified
1100	242	37	115	276	253	109	151	312	73	38	68	499	281	31	584	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter;s_Unclassified
1103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Erwinia;s_Unclassified
1120	39	0	0	0	0	0	0	31	0	0	65	151	21	0	400	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Klebsiella;s_Unclassified
1138	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Blastomonas;s_Unclassified
1140	0	48	0	0	69	38	61	12	53	7	12	0	21	44	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Kocuria;s_Unclassified
1155	0	0	18	0	40	0	0	0	0	0	853	159	9	115	57	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Cetobacterium A;s_Unclassified
1157	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Pelobium;s_Unclassified
1197	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Caballeronia;s_Unclassified
1210	335	0	0	0	54	0	0	15	0	4	21	0	16	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Sphingobacterium;s_Unclassified
1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Alteromonadaceae;g_Pseudoalteromonas;s_Unclassified
1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobacterium;s_Unclassified
1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Pseudaminobacter;s_Unclassified
1241	0	0	45	0	141	33	0	0	0	0	62	126	9	18	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Achromobacter;s_Unclassified
1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Paenibacillales;f_Paenibacillaceae;g_Paenibacillus;s_Unclassified
1249	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Nostocaceae;g_Tolypothrix B;s_Unclassified
1255	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methyloligellaceae;g_Methyloceanibacter;s_Unclassified
1288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas D;s_Unclassified
1302	0	0	0	0	0	0	0	25	0	0	20	59	0	0	75	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Marinifilaceae;g_Odoribacter;s_Unclassified
1339	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Ornithinimicrobium;s_Unclassified
1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Beutenbergiaceae;g_Ruania;s_Unclassified
1363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Aestuariimicrobium;s_Unclassified
1376	67	16	63	48	164	0	41	85	75	107	204	0	86	123	133	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Brevundimonas;s_Unclassified
1382	15	0	20	0	3	29	0	0	0	0	0	0	0	1	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Nesterenkonia;s_Unclassified
1384	17	0	0	0	1	0	0	14	0	5	0	27	1	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas C;s_Unclassified
1388	37	26	25	0	63	19	3	50	47	32	34	46	26	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Leucobacter;s_Unclassified
1402	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Paraclostridium;s_Unclassified
1407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Cellvibrionaceae;g_Cellvibrio;s_Unclassified
1415	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Rhodanobacteraceae;g_Luteibacter;s_Unclassified
1431	0	23	0	0	92	97	0	141	0	89	55	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Comamonas;s_Unclassified
1458	6	0	0	0	0	0	0	5	0	27	0	105	41	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Devosiaceae;g_Devosia;s_Unclassified
1460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Devosiaceae;g_Devosia A;s_Unclassified
1492	0	0	0	0	0	0	0	32	0	0	9	0	2	0	1	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Salmonella;s_Unclassified
1509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Peptoniphilaceae;g_Finegoldia;s_Unclassified
1555	0	3	195	110	13	39	44	75	11	42	86	92	48	15	196	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Psychrobacter;s_Unclassified
1563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Burkholderia;s_Unclassified
1566	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Rhodocyclaceae;g_Azonexus;s_Unclassified
1582	1	0	0	0	0	0	0	2	0	0	0	0	0	0	26	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Nitrobacter;s_Unclassified
1591	62	0	0	52	0	0	0	86	78	212	0	125	26	0	196	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Phocaeicola;s_Unclassified
1594	34	0	0	0	0	0	0	58	42	0	26	51	3	0	71	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Unclassified
1630	67	0	0	0	43	0	0	24	25	15	25	44	48	0	109	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_Methylobacterium;s_Unclassified
1682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Unclassified
1724	0	0	0	0	0	0	0	0	0	0	178	261	152	0	137	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacter;s_Unclassified
1739	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Mycoplasmatales;f_Metamycoplasmataceae;g_Mycoplasmopsis A;s_Unclassified
1768	7	21	0	0	0	0	0	0	0	21	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Coriobacteriia;o_Coriobacteriales;f_Eggerthellaceae;g_Adlercreutzia;s_Unclassified
1775	0	0	0	0	0	0	0	0	0	0	4	5	7	0	36	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Xenorhabdus;s_Unclassified
1787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Comamonas C;s_Unclassified
1795	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Bordetella A;s_Unclassified
1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_CCUG-7971;s_Unclassified
1809	0	0	0	0	0	0	0	32	0	125	0	36	81	0	58	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Agrobacterium;s_Unclassified
1823	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Tsukamurella;s_Unclassified
1855	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptosporangiales;f_Streptosporangiaceae;g_Nocardiopsis;s_Unclassified
1857	0	0	0	0	0	0	0	15	0	0	2	6	0	0	154	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_Sediminibacterium;s_Unclassified
1895	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Paraburkholderia;s_Unclassified
1915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Jiangellales;f_Jiangellaceae;g_Jiangella;s_Unclassified
1940	39	0	0	0	17	0	45	118	0	47	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Citrobacter;s_Unclassified
1969	0	0	0	0	0	0	0	28	0	0	0	0	0	0	59	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Gemmiger;s_Unclassified
1977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Veillonellales;f_Dialisteraceae;g_Dialister;s_Unclassified
1997	0	0	0	0	0	0	0	0	0	0	55	32	43	0	90	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Proteus;s_Unclassified
1999	44	0	91	15	0	0	30	3	0	36	0	0	0	27	12	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Nocardioidaceae;g_Aeromicrobium;s_Unclassified
2001	46	0	0	0	0	0	0	0	34	252	11	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Limosilactobacillus;s_Unclassified
2005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Chania;s_Unclassified
2009	33	0	0	0	0	0	0	21	0	0	0	0	19	0	26	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Arthrobacter D;s_Unclassified
2034	18	10	0	0	0	0	0	3	0	17	0	143	0	0	40	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Hymenobacteraceae;g_Hymenobacter;s_Unclassified
2040	11	0	0	0	0	0	0	0	0	0	0	14	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Azospirillales;f_Azospirillaceae;g_Skermanella;s_Unclassified
2053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Dorea;s_Unclassified
2069	0	0	0	0	0	0	0	95	0	0	0	0	29	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Roseburia;s_Unclassified
2106	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Acidovorax A;s_Unclassified
2114	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Qipengyuania;s_Unclassified
2155	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Acidaminococcales;f_Acidaminococcaceae;g_Phascolarctobacterium A;s_Unclassified
2209	0	64	0	0	8	0	0	7	2	5	0	4	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Glutamicibacter;s_Unclassified
2216	0	0	0	0	0	0	0	0	0	0	14	0	5	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Parasutterella;s_Unclassified
2218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Paraprevotella;s_Unclassified
2220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Janthinobacterium;s_Unclassified
2260	0	0	0	0	0	0	0	7	0	0	0	20	71	0	22	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Afipia;s_Unclassified
2287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_Methylosinus;s_Unclassified
2302	3	0	0	0	0	0	0	0	0	0	0	1	0	0	18	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Citricoccus;s_Unclassified
2336	0	6	66	15	9	14	18	27	9	9	15	24	14	21	38	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Dietzia;s_Unclassified
2366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Rhodanobacteraceae;g_Rhodanobacter;s_Unclassified
2395	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Lachnospira;s_Unclassified
2401	45	0	0	0	0	0	0	0	0	20	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Xanthobacter;s_Unclassified
2447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Thioclava;s_Unclassified
2470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Alteromonadaceae;g_Alishewanella;s_Unclassified
2474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Aerococcaceae;g_Facklamia;s_Unclassified
2494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Eubacteriales;f_Eubacteriaceae;g_Acetobacterium;s_Unclassified
2496	9	3	0	0	22	0	0	0	0	1	0	2	1	0	12	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Rhodoglobus;s_Unclassified
2498	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Mobilicoccus;s_Unclassified
2508	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Micromonosporaceae;g_Actinoplanes;s_Unclassified
2521	132	0	0	0	0	0	0	0	0	0	0	141	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Hydrogenophaga;s_Unclassified
2529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Thiomonas;s_Unclassified
2549	0	0	0	0	0	0	0	37	0	0	0	51	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Epilithonimonas;s_Unclassified
2557	0	0	0	0	0	0	0	0	0	0	22	0	21	0	5	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Buttiauxella;s_Unclassified
2559	0	0	0	0	0	0	0	0	0	0	82	77	0	0	57	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Kluyvera;s_Unclassified
2561	0	0	0	0	0	0	0	0	0	0	32	0	0	0	32	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Hafnia;s_Unclassified
2569	124	0	0	0	0	0	0	31	18	6	0	95	23	0	57	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_Bosea;s_Unclassified
2571	9	0	0	0	0	0	0	7	0	40	20	27	3	0	186	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Kaistella;s_Unclassified
2584	4	0	0	0	2	0	10	47	0	11	1	0	7	9	6	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Edwardsiella;s_Unclassified
2622	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Dwaynesavagella;s_Unclassified
2628	0	0	0	0	0	0	0	17	0	0	0	0	25	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eubacterium I;s_Unclassified
2633	61	0	0	0	0	0	0	19	0	0	0	29	29	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Massilia;s_Unclassified
2635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Haematobacter;s_Unclassified
2668	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Yersinia;s_Unclassified
2678	6	0	0	0	0	0	0	0	0	5	8	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Kurthia;s_Unclassified
2680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium J;s_Unclassified
2684	67	6	0	0	52	0	30	49	26	39	24	16	47	0	88	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Brevibacteriaceae;g_Brevibacterium;s_Unclassified
2689	82	0	0	0	0	0	0	75	0	0	45	0	170	0	108	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingopyxis;s_Unclassified
2695	0	4	0	0	0	0	0	34	0	25	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Staphylococcales;f_Salinicoccaceae;g_Jeotgalicoccus;s_Unclassified
2715	0	0	0	0	0	0	0	214	68	42	0	178	0	0	41	d_Bacteria;p_Actinobacteriota;c_Coriobacteriia;o_Coriobacteriales;f_Coriobacteriaceae;g_Collinsella;s_Unclassified
2742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Kineosphaera;s_Unclassified
